Date,Ethiopia,South Sudan,CAR,Chad,Egypt,Uganda,Libya,TOTAL
Jul-11,74710,1166197,45195,870270,1500000,81813,313000,4051185
Jul-12,74710,1166197,45195,870270,1500000,81813,313000,4051185
Jul-13,74710,1166197,45195,870270,1500000,81813,313000,4051185
Jul-14,74712,1170425,45195,871868,1500000,82421,313000,4057621
Jul-15,74712,1170425,45195,871868,1500000,82421,313000,4057621
Jul-16,74712,1170425,45195,871868,1500000,82421,313000,4057621
Jul-17,74712,1170425,45195,871868,1500000,82421,313000,4057621
Jul-18,74712,1170425,45195,871868,1500000,82421,313000,4057621
Jul-19,74712,1170425,45195,871868,1500000,82421,313000,4057621
Jul-20,74712,1173699,45195,873688,1500000,83269,313000,4063563
Jul-21,74712,1173699,45195,873688,1500000,83269,313000,4063563
Jul-22,74712,1173699,45195,873688,1500000,83269,313000,4063563
Jul-23,74712,1173699,45195,873688,1500000,83269,313000,4063563
Jul-24,74712,1173699,45195,873688,1500000,83269,313000,4063563
Jul-25,74712,1173699,45195,873688,1500000,83269,313000,4063563
Jul-26,74712,1173699,45195,873688,1500000,83269,313000,4063563
Jul-27,74712,1179355,45195,874605,1500000,83794,313000,4070661
Jul-28,74729,1179355,45195,874605,1500000,83794,313000,4070678
Jul-29,74729,1179355,45195,874605,1500000,83794,313000,4070678
Jul-30,74729,1179355,45195,874605,1500000,83794,313000,4070678
Jul-31,74729,1179355,45195,874605,1500000,83794,313000,4070678
Aug-1,74729,1179355,45195,874605,1500000,83794,313000,4070678
Aug-2,74729,1179355,45195,874605,1500000,83794,313000,4070678
Aug-3,74729,1185336,45195,875278,1500000,84264,313000,4077802
Aug-4,74739,1185336,45195,875278,1500000,84264,313000,4077812
Aug-5,74739,1185336,45195,875278,1500000,84264,313000,4077812
Aug-6,74739,1185336,45195,875278,1500000,84264,313000,4077812
Aug-7,74739,1185336,45195,875278,1500000,84264,313000,4077812
Aug-8,74739,1185336,45195,875278,1500000,84264,313000,4077812
Aug-9,74739,1185336,45195,875278,1500000,84264,313000,4077812
Aug-10,74739,1189549,45195,875278,1500000,84877,313000,4082638
Aug-11,74927,1189549,45195,875278,1500000,84877,323000,4092826
Aug-12,74927,1189549,45195,875278,1500000,84877,323000,4092826
Aug-13,74927,1189549,45195,875278,1500000,84877,323000,4092826
Aug-14,74927,1189549,45195,875278,1500000,84877,323000,4092826
Aug-15,74927,1189549,45195,875278,1500000,84877,323000,4092826
Aug-16,74927,1189549,45195,875278,1500000,84877,323000,4092826
Aug-17,74927,1193568,45195,876199,1500000,85325,323000,4098214
Aug-18,75848,1193568,45195,876199,1500000,85325,323000,4099135
Aug-19,75848,1193568,45195,876199,1500000,85325,323000,4099135
Aug-20,75848,1193568,45195,876199,1500000,85325,323000,4099135
Aug-21,75848,1193568,45195,876199,1500000,85325,323000,4099135
Aug-22,75848,1193568,45261,876199,1500000,85325,323000,4099201
Aug-23,75848,1193568,45261,876199,1500000,85325,323000,4099201
Aug-24,75848,1196542,45261,876552,1500000,86126,323000,4103329
Aug-25,76052,1196542,45261,876552,1500000,86126,323000,4103533
Aug-26,76052,1196542,45261,876552,1500000,86126,323000,4103533
Aug-27,76052,1196542,45261,876552,1500000,86126,323000,4103533
Aug-28,76052,1196542,45261,876552,1500000,86126,323000,4103533
Aug-29,76052,1196542,45386,876552,1500000,86126,323000,4103658
Aug-30,76052,1196542,45386,876552,1500000,86126,323000,4103658
Aug-31,76052,1201351,45386,876800,1500000,86700,323000,4109289
Sep-1,76052,1201351,45386,876800,1500000,86700,323000,4109289
Sep-2,76052,1201351,45386,876800,1500000,86700,323000,4109289
Sep-3,76052,1201351,45386,876800,1500000,86700,323000,4109289
Sep-4,76052,1201351,45386,876800,1500000,86700,323000,4109289
Sep-5,76052,1201351,45386,876800,1500000,86700,323000,4109289
Sep-6,76052,1201351,45386,876800,1500000,86700,323000,4109289
Sep-7,76052,1205329,45386,877194,1500000,86903,323000,4113864
Sep-8,76085,1205329,45386,877194,1500000,86903,323000,4113897
Sep-9,76085,1205329,45386,877194,1500000,86903,323000,4113897
Sep-10,76085,1205329,45386,877194,1500000,86903,323000,4113897
Sep-11,76085,1205329,45386,877194,1500000,86903,323000,4113897
Sep-12,76085,1205329,45386,877194,1500000,86903,323000,4113897
Sep-13,76085,1205329,45386,877194,1500000,86903,323000,4113897
Sep-14,76085,1208432,45386,877535,1500000,86910,323000,4117348
Sep-15,76085,1208432,45386,877535,1500000,86910,357000,4151348
Sep-16,76085,1208432,45386,877535,1500000,86910,357000,4151348
Sep-17,76085,1208432,45386,877535,1500000,86910,357000,4151348
Sep-18,76085,1208432,45386,877535,1500000,86910,357000,4151348
Sep-19,76085,1208432,45386,877535,1500000,86910,357000,4151348
Sep-20,76085,1208432,45386,877535,1500000,86910,357000,4151348
Sep-21,76085,1208432,45386,877535,1500000,86910,357000,4151348
Sep-22,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-23,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-24,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-25,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-26,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-27,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-28,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-29,76085,1213654,45386,878002,1500000,86947,357000,4157074
Sep-30,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-1,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-2,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-3,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-4,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-5,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-6,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-7,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-8,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-9,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-10,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-11,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-12,76085,1213654,45386,878002,1500000,86947,357000,4157074
Oct-13,76844,1223854,45386,880166,1500000,87229,357000,4170479
Oct-14,76844,1223854,45386,880166,1500000,87229,357000,4170479
Oct-15,76844,1223854,45386,880166,1500000,87229,357000,4170479
Oct-16,76844,1223854,45386,880166,1500000,87229,357000,4170479
Oct-17,76844,1223854,45386,880166,1500000,87229,357000,4170479
Oct-18,76844,1223854,45386,880166,1500000,87229,357000,4170479
Oct-19,76844,1223854,45386,880166,1500000,87229,357000,4170479
Oct-20,76844,1225167,45386,881402,1500000,87268,412000,4228067
Oct-21,76844,1225167,45386,881402,1500000,87268,412000,4228067
Oct-22,76844,1225167,45386,881402,1500000,87268,412000,4228067
Oct-23,76844,1225167,45386,881402,1500000,87268,412000,4228067
Oct-24,76844,1225167,45386,881402,1500000,87268,412000,4228067
Oct-25,76844,1225167,45386,881402,1500000,87268,412000,4228067
Oct-26,76844,1225167,45386,881402,1500000,87268,412000,4228067
Oct-27,76844,1227936,45386,882456,1500000,87586,412000,4232208
Oct-28,76844,1227936,45386,882456,1500000,87586,412000,4232208
Oct-29,76844,1227936,45386,882456,1500000,87586,412000,4232208
Oct-30,76844,1227936,45386,882456,1500000,87586,412000,4232208
Oct-31,76844,1227936,45386,882456,1500000,87586,412000,4232208
Nov-1,76844,1227936,45386,882456,1500000,87586,412000,4232208
Nov-2,76844,1227936,45386,882456,1500000,87586,412000,4232208
Nov-3,76844,1231716,45386,885105,1500000,87681,412000,4238732
Nov-4,76844,1231716,45386,885105,1500000,87681,412000,4238732
Nov-5,76844,1231716,45386,885105,1500000,87681,412000,4238732
Nov-6,76844,1231716,45386,885105,1500000,87681,412000,4238732
Nov-7,76844,1231716,45386,885105,1500000,87681,412000,4238732
Nov-8,76844,1231716,45386,885105,1500000,87681,412000,4238732
Nov-9,76844,1231716,45386,885105,1500000,87681,412000,4238732
Nov-10,77042,1234880,45386,888522,1500000,87735,412000,4245565
